Type,Date,Case,Latitude,Longtitude,Year,n_gov,s_gov
미사일,2022-11-18,Hwasong-17,39.200159,125.673256,2022,김정은,윤석열
미사일,2022-12-18,Unknown,39.6596,124.7057,2022,김정은,윤석열
미사일,2022-12-18,Unknown,39.6596,124.7057,2022,김정은,윤석열
미사일,2022-12-23,Unknown,39.20299,125.70926,2022,김정은,윤석열
미사일,2022-12-23,Unknown,39.20299,125.70926,2022,김정은,윤석열
미사일,2022-12-30,KN-25,38.875,125.926,2022,김정은,윤석열
미사일,2022-12-30,KN-25,38.875,125.926,2022,김정은,윤석열
미사일,2022-12-30,KN-25,38.875,125.926,2022,김정은,윤석열
미사일,2023-02-18,Hwasong-15,39.200159,125.673256,2023,김정은,윤석열
미사일,2023-02-19,KN-25,39.42,125.63,2023,김정은,윤석열
미사일,2023-02-19,KN-25,39.42,125.63,2023,김정은,윤석열
미사일,2023-03-09,Hwasong-11D,38.907,125.44,2023,김정은,윤석열
미사일,2023-03-09,Hwasong-11D,38.907,125.44,2023,김정은,윤석열
미사일,2023-03-09,Hwasong-11D,38.907,125.44,2023,김정은,윤석열
미사일,2023-03-09,Hwasong-11D,38.907,125.44,2023,김정은,윤석열
미사일,2023-03-09,Hwasong-11D,38.907,125.44,2023,김정은,윤석열
미사일,2023-03-09,Hwasong-11D,38.907,125.44,2023,김정은,윤석열
미사일,2023-03-13,Hwasong-11A (KN-23),38.275,125.071,2023,김정은,윤석열
미사일,2023-03-13,Hwasong-11A (KN-23),38.275,125.071,2023,김정은,윤석열
미사일,2023-03-15,Hwasong-17,39.200159,125.673256,2023,김정은,윤석열
미사일,2023-03-19,Silo-based KN-23,39.6596,124.7057,2023,김정은,윤석열
미사일,2023-03-26,Hwasong-11A (KN-23),38.875,125.926,2023,김정은,윤석열
미사일,2023-03-26,Hwasong-11A (KN-23),38.875,125.926,2023,김정은,윤석열
미사일,2023-04-12,Hwasong-18,39.112,125.998,2023,김정은,윤석열
미사일,2023-05-30,Chollima-1,39.6596,124.7057,2023,김정은,윤석열
미사일,2023-06-15,Unknown,39.20299,125.70926,2023,김정은,윤석열
미사일,2023-06-15,Unknown,39.20299,125.70926,2023,김정은,윤석열
미사일,2023-07-12,Hwasong-18,39.112,125.998,2023,김정은,윤석열
미사일,2023-07-18,Unknown,39.20299,125.70926,2023,김정은,윤석열
미사일,2023-07-18,Unknown,39.20299,125.70926,2023,김정은,윤석열
미사일,2023-07-24,Unknown,39.200159,125.673256,2023,김정은,윤석열
미사일,2023-07-24,Unknown,39.200159,125.673256,2023,김정은,윤석열
미사일,2023-08-23,Chollima-1,39.6596,124.7057,2023,김정은,윤석열
미사일,2023-08-30,Hwasong-11B (KN-24),39.200159,125.673256,2023,김정은,윤석열
미사일,2023-08-30,Hwasong-11B (KN-24),39.200159,125.673256,2023,김정은,윤석열
미사일,2023-09-13,Unknown,39.20299,125.70926,2023,김정은,윤석열
미사일,2023-09-13,Unknown,39.20299,125.70926,2023,김정은,윤석열
미사일,2023-11-22,Chollima-1,39.6596,124.7057,2023,김정은,윤석열
미사일,2023-11-22,Unknown,39.20299,125.70926,2023,김정은,윤석열
미사일,2023-12-17,Hwasong-18,39.12655,125.96453,2023,김정은,윤석열
미사일,2023-12-17,Unknown,Unknown,Unknown,2023,김정은,윤석열
미사일,2024-01-14,Hwasong-16A?,39.112,125.998,2024,김정은,윤석열
미사일,2024-03-17,KN-25,39.105,126.006,2024,김정은,윤석열
미사일,2024-03-17,KN-25,39.105,126.006,2024,김정은,윤석열
미사일,2024-03-17,KN-25,39.105,126.006,2024,김정은,윤석열
미사일,2024-03-17,KN-25,39.105,126.006,2024,김정은,윤석열
미사일,2024-03-17,KN-25,39.105,126.006,2024,김정은,윤석열
미사일,2024-03-17,KN-25,39.105,126.006,2024,김정은,윤석열
미사일,2024-04-01,Hwasong-16B,39.112,125.998,2024,김정은,윤석열
미사일,2024-04-22,KN-25,39.112,125.998,2024,김정은,윤석열
미사일,2024-04-22,KN-25,39.112,125.998,2024,김정은,윤석열
미사일,2024-04-22,KN-25,39.112,125.998,2024,김정은,윤석열
미사일,2024-04-22,KN-25,39.112,125.998,2024,김정은,윤석열
미사일,2024-05-27,Unknown,39.6596,124.7057,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-05-29,KN-25,39.200159,125.673256,2024,김정은,윤석열
미사일,2024-06-25,Unknown,39.112,125.998,2024,김정은,윤석열
미사일,2024-06-30,Hwasong-11-Da-4.5,38.275,125.071,2024,김정은,윤석열
미사일,2024-06-30,Unknown,38.275,125.071,2024,김정은,윤석열
미사일,2024-09-11,KN-25,38.875,125.926,2024,김정은,윤석열
미사일,2024-09-11,KN-25,38.875,125.926,2024,김정은,윤석열
미사일,2024-09-11,KN-25,38.875,125.926,2024,김정은,윤석열
미사일,2024-09-18,Hwasong-11-Da-4.5,39.752321,125.899905,2024,김정은,윤석열
미사일,2024-09-18,Hwasong-11-Da-4.5,39.752321,125.899905,2024,김정은,윤석열
미사일,2024-10-30,Hwasong-19,39.112,125.998,2024,김정은,윤석열
미사일,2024-11-04,Unknown,Unknown,Unknown,2024,김정은,윤석열
미사일,2025-01-06,Hwasong-16-Na,,,2025,김정은,윤석열
미사일,2025-01-14,Hwasong-11-Ga,,,2025,김정은,윤석열
미사일,2025-01-25,Bulhwasal-3-31,,,2025,김정은,윤석열
미사일,2025-02-27,Hwasal-1,,,2025,김정은,윤석열
미사일,2025-03-10,Hwasong-11-Ra,,,2025,김정은,윤석열
미사일,2025-03-20,Byeulzzi-1-2,,,2025,김정은,윤석열
핵실험,2006-10-09,풍계리 핵실험장에서 시행된 북한의 1차 핵실험,41.28505,129.1084,2006,김정일,노무현
핵실험,2009-05-25,풍계리 핵실험장에서 시행된 북한의 2차 핵실험,41.29142,129.08167,2009,김정일,이명박
핵실험,2013-02-12,풍계리 핵실험장에서 시행된 북한의 3차 핵실험,41.26809,129.08076,2013,김정은,박근혜
핵실험,2016-01-06,풍계리 핵실험장에서 시행된 북한의 4차 핵실험,41.309,129.03399,2016,김정은,박근혜
핵실험,2016-09-09,풍계리 핵실험장에서 시행된 북한의 5차 핵실험,41.298,129.015,2016,김정은,박근혜
핵실험,2017-09-03,풍계리 핵실험장에서 시행된 북한의 6차 핵실험,41.343,129.036,2017,김정은,문재인
